State,Date,Confirmed,Cured,Deaths
Jharkhand,7/22/2020,6159,2904,55
Jharkhand,7/23/2020,6485,3024,64
Jharkhand,7/24/2020,6975,3174,67
Jharkhand,7/25/2020,7493,3307,70
Jharkhand,7/26/2020,7836,3425,82
Jharkhand,7/27/2020,8275,3704,85
Jharkhand,7/28/2020,8683,3770,89
Jharkhand,7/29/2020,9078,3868,89
Jharkhand,7/30/2020,9861,4035,98
Karnataka,5/1/2020,576,235,22
Karnataka,5/2/2020,589,251,22
Karnataka,5/3/2020,606,282,25
Karnataka,5/4/2020,642,304,26
Karnataka,5/5/2020,659,324,28
Karnataka,5/6/2020,671,331,29
Karnataka,5/7/2020,693,354,29
Karnataka,5/8/2020,705,366,30
Karnataka,5/9/2020,753,376,30
Karnataka,5/10/2020,794,386,30
Karnataka,5/11/2020,848,424,31
Karnataka,5/12/2020,862,426,31
Karnataka,5/13/2020,925,433,31
Karnataka,5/14/2020,959,451,33
Karnataka,5/15/2020,987,460,35
Karnataka,5/16/2020,1056,480,36
Karnataka,5/17/2020,1092,496,36
Karnataka,5/18/2020,1147,509,37
Karnataka,5/19/2020,1246,530,37
Karnataka,5/20/2020,1397,544,40
Karnataka,5/21/2020,1462,556,41
Karnataka,5/22/2020,1605,571,41
Karnataka,5/23/2020,1743,597,41
Karnataka,5/24/2020,1959,608,42
Karnataka,5/25/2020,2089,654,42
Karnataka,5/26/2020,2182,705,44
Karnataka,5/27/2020,2283,748,44
Karnataka,5/28/2020,2418,781,47
Karnataka,5/29/2020,2533,834,47
Karnataka,5/30/2020,2781,894,48
Karnataka,5/31/2020,2922,997,48
Karnataka,6/1/2020,3221,1218,51
Karnataka,6/2/2020,3408,1328,52
Karnataka,6/3/2020,3796,1403,52
Karnataka,6/4/2020,4063,1514,53
Karnataka,6/5/2020,4320,1610,57
Karnataka,6/6/2020,4835,1688,57
Karnataka,6/7/2020,5213,1968,59
Karnataka,6/8/2020,5452,2132,61
Karnataka,6/9/2020,5760,2519,64
Karnataka,6/10/2020,5921,2604,66
Karnataka,6/11/2020,6041,2862,69
Karnataka,6/12/2020,6245,2977,72
Karnataka,6/13/2020,6516,3440,79
Karnataka,6/14/2020,6824,3648,81
Karnataka,6/15/2020,7000,3955,86
Karnataka,6/16/2020,7213,4135,89
Karnataka,6/17/2020,7530,4456,94
Karnataka,6/18/2020,7734,4804,102
Karnataka,6/19/2020,7944,4983,114
Karnataka,6/20/2020,8281,5210,124
Karnataka,6/21/2020,8697,5391,132
Karnataka,6/22/2020,9150,5618,137
Karnataka,6/23/2020,9399,5730,142
Karnataka,6/24/2020,9721,6004,150
Karnataka,6/25/2020,10118,6151,164
Karnataka,6/26/2020,10560,6670,170
Karnataka,6/27/2020,11005,6916,180
Karnataka,6/28/2020,11923,7287,191
Karnataka,6/29/2020,13190,7507,207
Karnataka,6/30/2020,14295,7683,226
Karnataka,7/1/2020,15242,7918,246
Karnataka,7/2/2020,16514,8063,253
Karnataka,7/3/2020,18016,8334,272
Karnataka,7/4/2020,19710,8805,293
Karnataka,7/5/2020,21549,9244,335
Karnataka,7/6/2020,23474,9847,372
Karnataka,7/7/2020,25317,10527,401
Karnataka,7/8/2020,26815,11098,416
Karnataka,7/9/2020,28877,11876,470
Karnataka,7/10/2020,31105,12833,486
Karnataka,7/11/2020,33418,13836,543
Karnataka,7/12/2020,36216,14716,613
Karnataka,7/13/2020,38843,15409,684
Karnataka,7/14/2020,41581,16248,757
Karnataka,7/15/2020,44077,17390,842
Karnataka,7/16/2020,47253,18466,928
Karnataka,7/17/2020,51422,19729,1032
Karnataka,7/18/2020,55115,20757,1147
Karnataka,7/19/2020,59652,21775,1240
Karnataka,7/20/2020,63772,23065,1331
Karnataka,7/21/2020,67420,23795,1403
Karnataka,7/22/2020,71069,25459,1464
Karnataka,7/23/2020,75833,27239,1519
Karnataka,7/24/2020,80863,29310,1616
Karnataka,7/25/2020,85870,31347,1724
Karnataka,7/26/2020,90942,33750,1796
Karnataka,7/27/2020,96141,35838,1878
Karnataka,7/28/2020,101465,37685,1953
Karnataka,7/29/2020,107001,40504,2055
Karnataka,7/30/2020,112504,42901,2147
Kerala,5/1/2020,497,383,4
Kerala,5/2/2020,497,392,4
Kerala,5/3/2020,500,400,4
Kerala,5/4/2020,500,401,4
Kerala,5/5/2020,500,462,4
Kerala,5/6/2020,502,462,4
Kerala,5/7/2020,503,469,4
Kerala,5/8/2020,503,474,4
Kerala,5/9/2020,503,484,4
Kerala,5/10/2020,505,485,4
Kerala,5/11/2020,512,489,4
Kerala,5/12/2020,519,489,4
Kerala,5/13/2020,524,489,4
Kerala,5/14/2020,534,490,4
Kerala,5/15/2020,560,491,4
Kerala,5/16/2020,576,492,4
Kerala,5/17/2020,587,495,4
Kerala,5/18/2020,601,497,4
Kerala,5/19/2020,630,497,4
Kerala,5/20/2020,642,497,4
Kerala,5/21/2020,666,502,4
Kerala,5/22/2020,690,510,4
Kerala,5/23/2020,732,512,4
Kerala,5/24/2020,795,515,4
Kerala,5/25/2020,847,521,4
Kerala,5/26/2020,896,532,5
Kerala,5/27/2020,963,542,6
Kerala,5/28/2020,1004,552,7
Kerala,5/29/2020,1088,555,7
Kerala,5/30/2020,1150,565,8
Kerala,5/31/2020,1208,575,9
Kerala,6/1/2020,1269,590,9
Kerala,6/2/2020,1326,608,10
Kerala,6/3/2020,1412,627,11
Kerala,6/4/2020,1494,651,11
Kerala,6/5/2020,1588,690,14
Kerala,6/6/2020,1699,712,14
Kerala,6/7/2020,1807,762,15
Kerala,6/8/2020,1914,803,15
Kerala,6/9/2020,2005,814,16
Kerala,6/10/2020,2096,848,16
Kerala,6/11/2020,2161,905,18
Kerala,6/12/2020,2244,968,18
Kerala,6/13/2020,2322,1000,19
Kerala,6/14/2020,2407,1046,19
Kerala,6/15/2020,2461,1102,19
Kerala,6/16/2020,2543,1175,20
Kerala,6/17/2020,2622,1236,20
Kerala,6/18/2020,2697,1326,20
Kerala,6/19/2020,2794,1415,21
Kerala,6/20/2020,2912,1511,21
Kerala,6/21/2020,3039,1568,21
Kerala,6/22/2020,3172,1661,21
Kerala,6/23/2020,3310,1749,21
Kerala,6/24/2020,3451,1809,22
Kerala,6/25/2020,3603,1888,22
Kerala,6/26/2020,3726,1943,22
Kerala,6/27/2020,3876,2008,22
Kerala,6/28/2020,4071,2110,22
Kerala,6/29/2020,4189,2152,22
Kerala,6/30/2020,4189,2152,22
Kerala,7/1/2020,4442,2306,24
Kerala,7/2/2020,4593,2439,24
Kerala,7/3/2020,4753,2640,25
Kerala,7/4/2020,4964,2841,25
Kerala,7/5/2020,5204,3048,25
Kerala,7/6/2020,5429,3174,25
Kerala,7/7/2020,5622,3341,27
Kerala,7/8/2020,5894,3452,27
Kerala,7/9/2020,6195,3559,27
Kerala,7/10/2020,6534,3708,27
Kerala,7/11/2020,6950,3820,27
Kerala,7/12/2020,7438,3963,29
Kerala,7/13/2020,7873,4095,31
Kerala,7/14/2020,8322,4257,33
Kerala,7/15/2020,8930,4438,34
Kerala,7/16/2020,9553,4634,35
Kerala,7/17/2020,10275,4862,37
Kerala,7/18/2020,11066,4995,38
Kerala,7/19/2020,11659,5199,40
Kerala,7/20/2020,12480,5371,42
Kerala,7/21/2020,13274,5616,43
Kerala,7/22/2020,13994,5890,44
Kerala,7/23/2020,15032,6162,45
Kerala,7/24/2020,16110,6594,50
Kerala,7/25/2020,16995,7562,54
Kerala,7/26/2020,18098,8611,59
Kerala,7/27/2020,19025,9300,61
Kerala,7/28/2020,19727,10045,63
Kerala,7/29/2020,20894,10724,67
Kerala,7/30/2020,21797,11365,68
Ladakh,5/1/2020,22,16,0
Ladakh,5/2/2020,22,17,0
Ladakh,5/3/2020,40,17,0
Ladakh,5/4/2020,41,17,0
Ladakh,5/5/2020,41,17,0
Ladakh,5/6/2020,41,17,0
Ladakh,5/7/2020,41,17,0
Ladakh,5/8/2020,42,17,0
Ladakh,5/9/2020,42,17,0
Ladakh,5/10/2020,42,17,0
Ladakh,5/11/2020,42,21,0
Ladakh,5/12/2020,42,21,0
Ladakh,5/13/2020,42,21,0
Ladakh,5/14/2020,43,22,0
Ladakh,5/15/2020,43,22,0
Ladakh,5/16/2020,43,22,0
Ladakh,5/17/2020,43,22,0
Ladakh,5/18/2020,43,24,0
Ladakh,5/19/2020,43,41,0
Ladakh,5/20/2020,43,43,0
Ladakh,5/21/2020,44,43,0
Ladakh,5/22/2020,44,43,0
Ladakh,5/23/2020,44,43,0
Ladakh,5/24/2020,49,43,0
Ladakh,5/25/2020,52,43,0
Ladakh,5/26/2020,52,43,0
Ladakh,5/27/2020,53,43,0
Ladakh,5/28/2020,53,43,0
Ladakh,5/29/2020,73,43,0
Ladakh,5/30/2020,74,43,0
Ladakh,5/31/2020,74,43,0
Ladakh,6/1/2020,74,43,0
Ladakh,6/2/2020,77,43,0
Ladakh,6/3/2020,81,47,1
Ladakh,6/4/2020,90,48,1
Ladakh,6/5/2020,90,48,1
Ladakh,6/6/2020,97,48,1
Ladakh,6/7/2020,99,48,1
Ladakh,6/8/2020,103,50,1
Ladakh,6/9/2020,103,52,1
Ladakh,6/10/2020,108,52,1
Ladakh,6/11/2020,115,52,1
Ladakh,6/12/2020,135,54,1
Ladakh,6/13/2020,239,62,1
Ladakh,6/14/2020,437,68,1
Ladakh,6/15/2020,549,80,1
Ladakh,6/16/2020,555,82,1
Ladakh,6/17/2020,649,85,1
Ladakh,6/18/2020,687,92,1
Ladakh,6/19/2020,687,95,1
Ladakh,6/20/2020,744,95,1
Ladakh,6/21/2020,836,117,1
Ladakh,6/22/2020,837,134,1
Ladakh,6/23/2020,847,136,1
Ladakh,6/24/2020,932,148,1
Ladakh,6/25/2020,941,274,1
Ladakh,6/26/2020,941,358,1
Ladakh,6/27/2020,946,358,1
Ladakh,6/28/2020,960,554,1
Ladakh,6/29/2020,963,586,1
Ladakh,6/30/2020,964,616,1
Ladakh,7/1/2020,973,648,1
Ladakh,7/2/2020,990,694,1
Ladakh,7/3/2020,990,730,1
Ladakh,7/4/2020,1001,777,1
Ladakh,7/5/2020,1005,826,1
Ladakh,7/6/2020,1005,826,1
Ladakh,7/7/2020,1005,836,1
Ladakh,7/8/2020,1041,836,1
Ladakh,7/9/2020,1041,836,1
Ladakh,7/10/2020,1055,915,1
Ladakh,7/11/2020,1064,917,1
Ladakh,7/12/2020,1077,928,1
Ladakh,7/13/2020,1086,928,1
Ladakh,7/14/2020,1093,946,1
Ladakh,7/15/2020,1093,946,1
Ladakh,7/16/2020,1142,964,1
Ladakh,7/17/2020,1147,970,1
Ladakh,7/18/2020,1151,973,1
Ladakh,7/19/2020,1159,985,1
Ladakh,7/20/2020,1178,1003,2
Ladakh,7/21/2020,1195,1007,2
Ladakh,7/22/2020,1198,1010,2
Ladakh,7/23/2020,1206,1018,2
Ladakh,7/24/2020,1210,1025,2
Ladakh,7/25/2020,1246,1035,2
Ladakh,7/26/2020,1276,1057,3
Ladakh,7/27/2020,1285,1063,4
Ladakh,7/28/2020,1306,1066,4
Ladakh,7/29/2020,1327,1067,6
Ladakh,7/30/2020,1347,1080,6
Madhya Pradesh,5/1/2020,2719,482,137
Madhya Pradesh,5/2/2020,2719,524,145
Madhya Pradesh,5/3/2020,2846,798,156
Madhya Pradesh,5/4/2020,2942,798,165
Madhya Pradesh,5/5/2020,3049,1000,176
Madhya Pradesh,5/6/2020,3049,1000,176
Madhya Pradesh,5/7/2020,3138,1099,185
Madhya Pradesh,5/8/2020,3252,1231,193
Madhya Pradesh,5/9/2020,3341,1349,200
Madhya Pradesh,5/10/2020,3614,1676,215
Madhya Pradesh,5/11/2020,3614,1676,215
Madhya Pradesh,5/12/2020,3785,1747,221
Madhya Pradesh,5/13/2020,3986,1860,225
Madhya Pradesh,5/14/2020,4173,2004,232
Madhya Pradesh,5/15/2020,4426,2171,237
Madhya Pradesh,5/16/2020,4595,2283,239
Madhya Pradesh,5/17/2020,4789,2315,243
Madhya Pradesh,5/18/2020,4977,2403,248
Madhya Pradesh,5/19/2020,5236,2435,252
Madhya Pradesh,5/20/2020,5465,2630,258
Madhya Pradesh,5/21/2020,5735,2733,267
Madhya Pradesh,5/22/2020,5981,2843,270
Madhya Pradesh,5/23/2020,6170,3089,272
Madhya Pradesh,5/24/2020,6371,3267,281
Madhya Pradesh,5/25/2020,6665,3408,290
Madhya Pradesh,5/26/2020,6859,3571,300
Madhya Pradesh,5/27/2020,7024,3689,305
Madhya Pradesh,5/28/2020,7261,3927,313
Madhya Pradesh,5/29/2020,7453,4050,321
Madhya Pradesh,5/30/2020,7645,4269,334
Madhya Pradesh,5/31/2020,7891,4444,343
Madhya Pradesh,6/1/2020,8089,4842,350
Madhya Pradesh,6/2/2020,8283,5003,358
Madhya Pradesh,6/3/2020,8420,5221,364
Madhya Pradesh,6/4/2020,8588,5445,371
Madhya Pradesh,6/5/2020,8762,5637,377
Madhya Pradesh,6/6/2020,8996,5878,384
Madhya Pradesh,6/7/2020,9228,6108,399
Madhya Pradesh,6/8/2020,9401,6331,412
Madhya Pradesh,6/9/2020,9638,6536,414
Madhya Pradesh,6/10/2020,9849,6729,420
Madhya Pradesh,6/11/2020,10049,6892,427
Madhya Pradesh,6/12/2020,10241,7042,431
Madhya Pradesh,6/13/2020,10443,7201,440
Madhya Pradesh,6/14/2020,10641,7377,447
Madhya Pradesh,6/15/2020,10802,7677,459
Madhya Pradesh,6/16/2020,10935,7903,465
Madhya Pradesh,6/17/2020,11083,8152,476
Madhya Pradesh,6/18/2020,11244,8388,482
Madhya Pradesh,6/19/2020,11426,8632,486
Madhya Pradesh,6/20/2020,11582,8748,495
Madhya Pradesh,6/21/2020,11724,8880,501
Madhya Pradesh,6/22/2020,11903,9015,515
Madhya Pradesh,6/23/2020,12078,9215,521
Madhya Pradesh,6/24/2020,12261,9335,525
Madhya Pradesh,6/25/2020,12448,9473,534
Madhya Pradesh,6/26/2020,12596,9619,542
Madhya Pradesh,6/27/2020,12798,9804,546
Madhya Pradesh,6/28/2020,12965,9971,550
Madhya Pradesh,6/29/2020,13186,10084,557
Madhya Pradesh,6/30/2020,13370,10199,564
Madhya Pradesh,7/1/2020,13593,10395,572
Madhya Pradesh,7/2/2020,13861,10655,581
Madhya Pradesh,7/3/2020,14106,10815,589
Madhya Pradesh,7/4/2020,14297,11049,593
Madhya Pradesh,7/5/2020,14604,11234,598
Madhya Pradesh,7/6/2020,14930,11411,608
Madhya Pradesh,7/7/2020,15284,11579,617
Madhya Pradesh,7/8/2020,15627,11768,622
Madhya Pradesh,7/9/2020,16036,11987,629
Madhya Pradesh,7/10/2020,16341,12232,634
Madhya Pradesh,7/11/2020,16657,12481,638
Madhya Pradesh,7/12/2020,17201,12679,644
Madhya Pradesh,7/13/2020,17632,12876,653
Madhya Pradesh,7/14/2020,18207,13208,663
Madhya Pradesh,7/15/2020,19005,13575,673
Madhya Pradesh,7/16/2020,19643,13908,682
Madhya Pradesh,7/17/2020,20378,14127,689
Madhya Pradesh,7/18/2020,21081,14514,697
Madhya Pradesh,7/19/2020,21763,14864,706
Madhya Pradesh,7/20/2020,22600,15311,721
Madhya Pradesh,7/21/2020,23310,15684,738
Madhya Pradesh,7/22/2020,24095,16257,756
Madhya Pradesh,7/23/2020,24842,16836,770
Madhya Pradesh,7/24/2020,25474,17359,780
Madhya Pradesh,7/25/2020,26210,17866,791
Madhya Pradesh,7/26/2020,26926,18488,799
Madhya Pradesh,7/27/2020,27800,19132,811
Madhya Pradesh,7/28/2020,28589,19791,820
Madhya Pradesh,7/29/2020,29217,20343,830
Madhya Pradesh,7/30/2020,30134,20934,843
Maharashtra,5/1/2020,10498,1773,459
Maharashtra,5/2/2020,11506,1879,485
Maharashtra,5/3/2020,12296,2000,521
Maharashtra,5/4/2020,12974,2115,548
Maharashtra,5/5/2020,14541,2465,583
Maharashtra,5/6/2020,15525,2819,617
Maharashtra,5/7/2020,16758,3094,651
Maharashtra,5/8/2020,17974,3301,694
Maharashtra,5/9/2020,19063,3470,731
Maharashtra,5/10/2020,20228,3800,779
Maharashtra,5/11/2020,22171,4199,832
Maharashtra,5/12/2020,23401,4786,868
Maharashtra,5/13/2020,24427,5125,921
Maharashtra,5/14/2020,25922,5547,975
Maharashtra,5/15/2020,27524,6059,1019
Maharashtra,5/16/2020,29100,6564,1068
Maharashtra,5/17/2020,30706,7088,1135
Maharashtra,5/18/2020,33053,7688,1198
Maharashtra,5/19/2020,35058,8437,1249
Maharashtra,5/20/2020,37136,9639,1325
Maharashtra,5/21/2020,39297,10318,1390
Maharashtra,5/22/2020,41642,11726,1454
Maharashtra,5/23/2020,44582,12583,1517
Maharashtra,5/24/2020,47190,13404,1577
Maharashtra,5/25/2020,50231,14600,1635
Maharashtra,5/26/2020,52667,15786,1695
Maharashtra,5/27/2020,54758,16954,1792
Maharashtra,5/28/2020,56948,17918,1897
Maharashtra,5/29/2020,59546,18616,1982
Maharashtra,5/30/2020,62228,26997,2098
Maharashtra,5/31/2020,65168,28081,2197
Maharashtra,6/1/2020,67655,29329,2286
Maharashtra,6/2/2020,70013,30108,2362
Maharashtra,6/3/2020,72300,31333,2465
Maharashtra,6/4/2020,74860,32329,2587
Maharashtra,6/5/2020,77793,33681,2710
Maharashtra,6/6/2020,80229,35156,2849
Maharashtra,6/7/2020,82968,37390,2969
Maharashtra,6/8/2020,85975,39314,3060
Maharashtra,6/9/2020,88528,40975,3169
Maharashtra,6/10/2020,90787,42638,3289
Maharashtra,6/11/2020,94041,44517,3438
Maharashtra,6/12/2020,97648,46078,3590
Maharashtra,6/13/2020,101141,47796,3717
Maharashtra,6/14/2020,104568,49346,3830
Maharashtra,6/15/2020,107958,50978,3950
Maharashtra,6/16/2020,110744,56049,4128
Maharashtra,6/17/2020,113445,57851,5537
Maharashtra,6/18/2020,116752,59166,5651
Maharashtra,6/19/2020,120504,60838,5751
Maharashtra,6/20/2020,124331,62773,5893
Maharashtra,6/21/2020,128205,64153,5984
Maharashtra,6/22/2020,132075,65744,6170
Maharashtra,6/23/2020,135796,67706,6283
Maharashtra,6/24/2020,139010,69631,6531
Maharashtra,6/25/2020,142900,73792,6739
Maharashtra,6/26/2020,147741,77453,6931
Maharashtra,6/27/2020,152765,79815,7106
Maharashtra,6/28/2020,159133,84245,7273
Maharashtra,6/29/2020,164626,86575,7429
Maharashtra,6/30/2020,169883,88960,7610
Maharashtra,7/1/2020,174761,90911,7855
Maharashtra,7/2/2020,180298,93154,8053
Maharashtra,7/3/2020,186626,101172,8178
Maharashtra,7/4/2020,192990,104687,8376
Maharashtra,7/5/2020,200064,108082,8671
Maharashtra,7/6/2020,206619,111740,8822
Maharashtra,7/7/2020,211987,115262,9026
Maharashtra,7/8/2020,217121,118558,9250
Maharashtra,7/9/2020,223724,123192,9448
Maharashtra,7/10/2020,230599,127259,9667
Maharashtra,7/11/2020,238461,132625,9893
Maharashtra,7/12/2020,246600,136985,10116
Maharashtra,7/13/2020,254427,140325,10289
Maharashtra,7/14/2020,260924,144507,10482
Maharashtra,7/15/2020,267665,149007,10695
Maharashtra,7/16/2020,275640,152613,10928
Maharashtra,7/17/2020,284281,158140,11194
Maharashtra,7/18/2020,292589,160357,11452
Maharashtra,7/19/2020,300937,165663,11596
Maharashtra,7/20/2020,310455,169569,11854
Maharashtra,7/21/2020,318695,175029,12030
Maharashtra,7/22/2020,327031,182217,12276
Maharashtra,7/23/2020,337607,187769,12556
Maharashtra,7/24/2020,347502,194253,12854
Maharashtra,7/25/2020,357117,199967,13132
Maharashtra,7/26/2020,366368,207194,13389
Maharashtra,7/27/2020,375799,213238,13656
Maharashtra,7/28/2020,383723,221944,13883
Maharashtra,7/29/2020,391440,232277,14165
Maharashtra,7/30/2020,400651,239755,14463
Manipur,5/1/2020,2,2,0
Manipur,5/2/2020,2,2,0
Manipur,5/3/2020,2,2,0
Manipur,5/4/2020,2,2,0
Manipur,5/5/2020,2,2,0
Manipur,5/6/2020,2,2,0
Manipur,5/7/2020,2,2,0
Manipur,5/8/2020,2,2,0
Manipur,5/9/2020,2,2,0
Manipur,5/10/2020,2,2,0
Manipur,5/11/2020,2,2,0
Manipur,5/12/2020,2,2,0
Manipur,5/13/2020,2,2,0
Manipur,5/14/2020,2,2,0
Manipur,5/15/2020,3,2,0
Manipur,5/16/2020,3,2,0
Manipur,5/17/2020,7,2,0
Manipur,5/18/2020,7,2,0
Manipur,5/19/2020,7,2,0
Manipur,5/20/2020,9,2,0
Manipur,5/21/2020,25,2,0
Manipur,5/22/2020,25,2,0
Manipur,5/23/2020,26,2,0
Manipur,5/24/2020,29,4,0
Manipur,5/25/2020,32,4,0
Manipur,5/26/2020,39,4,0
Manipur,5/27/2020,39,4,0
Manipur,5/28/2020,44,4,0
Manipur,5/29/2020,55,5,0
Manipur,5/30/2020,59,8,0
Manipur,5/31/2020,62,8,0
Manipur,6/1/2020,71,11,0
Manipur,6/2/2020,83,11,0
Manipur,6/3/2020,89,14,0
Manipur,6/4/2020,118,38,0
Manipur,6/5/2020,124,38,0
Manipur,6/6/2020,132,41,0
Manipur,6/7/2020,157,52,0
Manipur,6/8/2020,172,52,0
Manipur,6/9/2020,272,58,0
Manipur,6/10/2020,304,61,0
Manipur,6/11/2020,311,63,0
Manipur,6/12/2020,366,73,0
Manipur,6/13/2020,385,77,0
Manipur,6/14/2020,449,91,0
Manipur,6/15/2020,458,91,0
Manipur,6/16/2020,490,151,0
Manipur,6/17/2020,500,159,0
Manipur,6/18/2020,552,192,0
Manipur,6/19/2020,606,199,0
Manipur,6/20/2020,681,218,0
Manipur,6/21/2020,777,232,0
Manipur,6/22/2020,841,250,0
Manipur,6/23/2020,898,250,0
Manipur,6/24/2020,921,258,0
Manipur,6/25/2020,970,328,0
Manipur,6/26/2020,1056,354,0
Manipur,6/27/2020,1075,393,0
Manipur,6/28/2020,1092,432,0
Manipur,6/29/2020,1185,455,0
Manipur,6/30/2020,1227,494,0
Manipur,7/1/2020,1234,553,0
Manipur,7/2/2020,1260,579,0
Manipur,7/3/2020,1279,617,0
Manipur,7/4/2020,1316,639,0
Manipur,7/5/2020,1325,667,0
Manipur,7/6/2020,1366,688,0
Manipur,7/7/2020,1390,734,0
Manipur,7/8/2020,1430,771,0
Manipur,7/9/2020,1435,793,0
Manipur,7/10/2020,1450,799,0
Manipur,7/11/2020,1582,832,0
Manipur,7/12/2020,1593,843,0
Manipur,7/13/2020,1609,896,0
Manipur,7/14/2020,1626,970,0
Manipur,7/15/2020,1672,970,0
Manipur,7/16/2020,1700,989,0
Manipur,7/17/2020,1764,1129,0
Manipur,7/18/2020,1800,1163,0
Manipur,7/19/2020,1891,1182,0
Manipur,7/20/2020,1911,1213,0
Manipur,7/21/2020,1925,1307,0
Manipur,7/22/2020,2015,1400,0
Manipur,7/23/2020,2060,1428,0
Manipur,7/24/2020,2115,1466,0
Manipur,7/25/2020,2146,1491,0
Manipur,7/26/2020,2176,1524,0
Manipur,7/27/2020,2235,1554,0
Manipur,7/28/2020,2286,1596,0
Manipur,7/29/2020,2317,1612,0
Manipur,7/30/2020,2458,1639,0
Meghalaya,5/1/2020,12,0,1
Meghalaya,5/2/2020,12,0,1
Meghalaya,5/3/2020,12,0,1
Meghalaya,5/4/2020,12,0,1
Meghalaya,5/5/2020,12,10,1
Meghalaya,5/6/2020,12,10,1
Meghalaya,5/7/2020,12,10,1
Meghalaya,5/8/2020,12,10,1
Meghalaya,5/9/2020,12,10,1
Meghalaya,5/10/2020,13,10,1
Meghalaya,5/11/2020,13,10,1
Meghalaya,5/12/2020,13,10,1
Meghalaya,5/13/2020,13,10,1
Meghalaya,5/14/2020,13,10,1
Meghalaya,5/15/2020,13,11,1
Meghalaya,5/16/2020,13,11,1
Meghalaya,5/17/2020,13,11,1
Meghalaya,5/18/2020,13,11,1
Meghalaya,5/19/2020,13,11,1
Meghalaya,5/20/2020,13,12,1
Meghalaya,5/21/2020,14,12,1
Meghalaya,5/22/2020,14,12,1
Meghalaya,5/23/2020,14,12,1
Meghalaya,5/24/2020,14,12,1
Meghalaya,5/25/2020,14,12,1
Meghalaya,5/26/2020,14,12,1
Meghalaya,5/27/2020,15,12,1
Meghalaya,5/28/2020,20,12,1
Meghalaya,5/29/2020,21,12,1
Meghalaya,5/30/2020,27,12,1
Meghalaya,5/31/2020,27,12,1
Meghalaya,6/1/2020,27,12,1
Meghalaya,6/2/2020,27,12,1
Meghalaya,6/3/2020,27,12,1
Meghalaya,6/4/2020,33,13,1
Meghalaya,6/5/2020,33,13,1
Meghalaya,6/6/2020,33,13,1
Meghalaya,6/7/2020,33,13,1
Meghalaya,6/8/2020,36,13,1
Meghalaya,6/9/2020,36,13,1
Meghalaya,6/10/2020,43,13,1
Meghalaya,6/11/2020,44,13,1
Meghalaya,6/12/2020,44,18,1
Meghalaya,6/13/2020,44,22,1
Meghalaya,6/14/2020,44,22,1
Meghalaya,6/15/2020,44,25,1
Meghalaya,6/16/2020,44,25,1
Meghalaya,6/17/2020,44,25,1
Meghalaya,6/18/2020,44,30,1
Meghalaya,6/19/2020,44,30,1
Meghalaya,6/20/2020,44,33,1
Meghalaya,6/21/2020,44,33,1
Meghalaya,6/22/2020,44,33,1
Meghalaya,6/23/2020,44,37,1
Meghalaya,6/24/2020,46,37,1
Meghalaya,6/25/2020,46,42,1
Meghalaya,6/26/2020,46,42,1
Meghalaya,6/27/2020,47,42,1
Meghalaya,6/28/2020,47,42,1
Meghalaya,6/29/2020,47,42,1
Meghalaya,6/30/2020,47,42,1
Meghalaya,7/1/2020,52,42,1
Meghalaya,7/2/2020,52,42,1
Meghalaya,7/3/2020,56,42,1
Meghalaya,7/4/2020,62,43,1
Meghalaya,7/5/2020,62,43,1
Meghalaya,7/6/2020,62,43,1
Meghalaya,7/7/2020,80,43,1
Meghalaya,7/8/2020,80,43,1
Meghalaya,7/9/2020,80,43,1
Meghalaya,7/10/2020,113,66,2
Meghalaya,7/11/2020,207,66,2
Meghalaya,7/12/2020,207,66,2
Meghalaya,7/13/2020,306,66,2
Meghalaya,7/14/2020,318,66,2
Meghalaya,7/15/2020,318,66,2
Meghalaya,7/16/2020,346,66,2
Meghalaya,7/17/2020,377,66,2
Meghalaya,7/18/2020,403,66,2
Meghalaya,7/19/2020,418,66,2
Meghalaya,7/20/2020,450,66,2
Meghalaya,7/21/2020,466,66,4
Meghalaya,7/22/2020,490,70,4
Meghalaya,7/23/2020,514,77,4
Meghalaya,7/24/2020,534,78,4
Meghalaya,7/25/2020,588,87,5
Meghalaya,7/26/2020,646,94,5
Meghalaya,7/27/2020,702,135,5
Meghalaya,7/28/2020,738,186,5
Meghalaya,7/29/2020,779,194,5
Meghalaya,7/30/2020,784,207,5
Mizoram,5/1/2020,1,0,0
Mizoram,5/2/2020,1,0,0
Mizoram,5/3/2020,1,0,0
Mizoram,5/4/2020,1,0,0
Mizoram,5/5/2020,1,0,0
Mizoram,5/6/2020,1,0,0
Mizoram,5/7/2020,1,0,0
Mizoram,5/8/2020,1,0,0
Mizoram,5/9/2020,1,0,0
Mizoram,5/10/2020,1,1,0
Mizoram,5/11/2020,1,1,0
Mizoram,5/12/2020,1,1,0
Mizoram,5/13/2020,1,1,0
Mizoram,5/14/2020,1,1,0
Mizoram,5/15/2020,1,1,0
Mizoram,5/16/2020,1,1,0
Mizoram,5/17/2020,1,1,0
Mizoram,5/18/2020,1,1,0
Mizoram,5/19/2020,1,1,0
Mizoram,5/20/2020,1,1,0
Mizoram,5/21/2020,1,1,0
Mizoram,5/22/2020,1,1,0
Mizoram,5/23/2020,1,1,0
Mizoram,5/24/2020,1,1,0
Mizoram,5/25/2020,1,1,0
Mizoram,5/26/2020,1,1,0
Mizoram,5/27/2020,1,1,0
